Longitude,Latitude,Source,Impact
-81.14539,36.56787,"FO,S2",Road
-82.41355,35.62882,FO,Road
-81.79466,36.29572,FO,Road
-81.77790,36.29317,FO,Other
-81.93304,36.15546,FO,UNCLEAR
-81.52489,36.38648,"FO,S2",Road
-81.79201,36.29942,FO,Road
-82.16232,35.54477,FO,Road
-82.49348,35.58239,FO,Road
-82.30994,35.59250,FO,Building
-82.46796,35.40163,FO,River
-82.56615,35.61956,FO,Building
-82.41537,35.62929,FO,Road
-82.30362,35.40533,"FO,S2",Road
-82.49239,35.58278,FO,Other
-82.38171,35.61839,FO,Building
-82.30220,35.40168,"FO,S2",Building
-81.15647,36.57640,"FO,S2",Other
-82.30224,35.40241,"FO,S2",Road
-82.49227,35.58285,FO,Other
-82.45252,35.37533,FO,Building
-82.30417,35.40742,FO,Other
-81.94525,36.17276,FO,Road
-82.30376,35.40810,FO,NONE
-81.93349,36.05344,FO,Other
-81.73687,36.26536,"FO,S2",Various
-81.94291,36.17150,FO,UNCLEAR
-82.49226,35.58260,FO,Other
-82.40141,35.89604,FO,NONE
-82.49229,35.58299,FO,Other
-82.45096,35.38059,FO,Other
-81.76112,36.27346,"FO,S2",Road
-81.93733,36.15206,"FO,S2",River
-82.49343,35.58225,FO,Road
-82.49211,35.58321,FO,Other
-81.52483,36.38570,FO,Road
-82.31221,35.41286,"FO,S2",UNCLEAR
-82.49558,35.61060,FO,Other
-82.47209,35.65752,FO,UNCLEAR
-81.93970,36.16271,FO,Other
-82.45758,35.63791,FO,Other
